18,B6,FALSE,CRII2020_FWC_AcTDT1,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,Y,76.923042297363281,,,
19,B7,FALSE,CRII2020_FWC_AcTDT2,Acer,UNKNOWN,SYBR,None,17.14952278137207,17.452392578125,0.42832258343696594,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.33748575591775848,Y,N,N,N,74.993255615234375,,,
20,B8,FALSE,CRII2020_FWC_AcTDT2,A,UNKNOWN,SYBR,None,16.719062805175781,18.530170440673828,2.5612943172454834,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.072382596428889764,Y,N,Y,N,87.611091613769531,,,
21,B9,FALSE,CRII2020_FWC_AcTDT2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,22,No Amp,,0,Y,N,N,Y,77.813713073730469,,,
22,B10,FALSE,CRII2020_FWC_AcTDT2,Acer,UNKNOWN,SYBR,None,17.75526237487793,17.452392578125,0.42832258343696594,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.41818325431016279,Y,N,N,N,75.290145874023438,,,
23,B11,FALSE,CRII2020_FWC_AcTDT2,A,UNKNOWN,SYBR,None,20.341279983520508,18.530170440673828,2.5612943172454834,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.64245681813082856,Y,N,Y,N,87.462646484375,,,
24,B12,FALSE,CRII2020_FWC_AcTDT2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,Y,73.805694580078125,,,
25,C1,FALSE,CRII2020_FWC_AcML1,Acer,UNKNOWN,SYBR,None,18.975202560424805,19.02435302734375,0.069507911801338196,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.47984756712464383,Y,N,N,N,74.993255615234375,,,
26,C2,FALSE,CRII2020_FWC_AcML1,A,UNKNOWN,SYBR,None,20.864234924316406,20.918586730957031,0.076866410672664642,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.39999101174792762,Y,N,N,N,87.462646484375,,,
27,C3,FALSE,CRII2020_FWC_AcML1,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,74.993255615234375,,,
28,C4,FALSE,CRII2020_FWC_AcML1,Acer,UNKNOWN,SYBR,None,19.073501586914062,19.02435302734375,0.069507911801338196,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.54155990092091688,Y,N,N,N,75.141700744628906,,,
29,C5,FALSE,CRII2020_FWC_AcML1,A,UNKNOWN,SYBR,None,20.972940444946289,20.918586730957031,0.076866410672664642,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.36754481111155146,Y,N,N,N,87.462646484375,,,
30,C6,FALSE,CRII2020_FWC_AcML1,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,74.39947509765625,,,
31,C7,FALSE,CRII2020_Mote_AcML3,Acer,UNKNOWN,SYBR,None,17.772912979125977,17.937259674072266,0.23242267966270447,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.5435126918308929,Y,N,N,N,74.993255615234375,,,
32,C8,FALSE,CRII2020_Mote_AcML3,A,UNKNOWN,SYBR,None,19.920904159545898,20.19757080078125,0.39126437902450562,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.44859169132789528,Y,N,N,N,87.462646484375,,,
33,C9,FALSE,CRII2020_Mote_AcML3,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,Y,77.813713073730469,,,
34,C10,FALSE,CRII2020_Mote_AcML3,Acer,UNKNOWN,SYBR,None,18.101608276367188,17.937259674072266,0.23242267966270447,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.55245680670603692,Y,N,N,N,75.141700744628906,,,
35,C11,FALSE,CRII2020_Mote_AcML3,A,UNKNOWN,SYBR,None,20.474235534667969,20.19757080078125,0.39126437902450562,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.45502274293381034,Y,N,N,N,87.314201354980469,,,
36,C12,FALSE,CRII2020_Mote_AcML3,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,26,No Amp,,0,Y,N,N,Y,74.39947509765625,,,
37,D1,FALSE,CRII2020_Mote_AcML1,Acer,UNKNOWN,SYBR,None,16.067728042602539,16.464931488037109,0.56173187494277954,,,,,,,,FALSE,0.01,TRUE,3,14,Amp,,0.3236343432911265,Y,N,Y,N,74.844810485839844,,,
38,D2,FALSE,CRII2020_Mote_AcML1,A,UNKNOWN,SYBR,None,19.10496711730957,19.352821350097656,0.35051882266998291,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.41066967112400876,Y,N,N,N,87.314201354980469,,,
39,D3,FALSE,CRII2020_Mote_AcML1,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,Y,75.290145874023438,,,
40,D4,FALSE,CRII2020_Mote_AcML1,Acer,UNKNOWN,SYBR,None,16.862136840820312,16.464931488037109,0.56173187494277954,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.46969047206768777,Y,N,Y,N,75.141700744628906,,,
41,D5,FALSE,CRII2020_Mote_AcML1,A,UNKNOWN,SYBR,None,19.600675582885742,19.352821350097656,0.35051882266998291,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.37479903381866397,Y,N,N,N,87.314201354980469,,,
42,D6,FALSE,CRII2020_Mote_AcML1,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,Y,75.735481262207031,,,
43,D7,FALSE,CRII2020_Mote_AcML5,Acer,UNKNOWN,SYBR,None,16.32478141784668,16.279321670532227,0.064289793372154236,,,,,,,,FALSE,0.01,TRUE,3,15,Amp,,0.45035048529320104,Y,N,N,N,74.993255615234375,,,
44,D8,FALSE,CRII2020_Mote_AcML5,A,UNKNOWN,SYBR,None,19.817644119262695,19.519676208496094,0.42138892412185669,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.42882062925455827,Y,N,N,N,87.462646484375,,,
45,D9,FALSE,CRII2020_Mote_AcML5,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,Y,76.180816650390625,,,
46,D10,FALSE,CRII2020_Mote_AcML5,Acer,UNKNOWN,SYBR,None,16.233861923217773,16.279321670532227,0.064289793372154236,,,,,,,,FALSE,0.01,TRUE,3,15,Amp,,0.36630606520839848,Y,N,N,N,75.141700744628906,,,
47,D11,FALSE,CRII2020_Mote_AcML5,A,UNKNOWN,SYBR,None,19.221710205078125,19.519676208496094,0.42138892412185669,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.30475855179634448,Y,N,N,N,87.314201354980469,,,
48,D12,FALSE,CRII2020_Mote_AcML5,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,Y,77.516822814941406,,,
49,E1,FALSE,CRII2020_Mote_AcML6,Acer,UNKNOWN,SYBR,None,16.907955169677734,17.336891174316406,0.60660713911056519,,,,,,,,FALSE,0.01,TRUE,3,15,Amp,,0.33797140487995864,Y,N,Y,N,74.844810485839844,,,
50,E2,FALSE,CRII2020_Mote_AcML6,A,UNKNOWN,SYBR,None,19.141855239868164,19.219215393066406,0.10940242558717728,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.34796698757989925,Y,N,N,N,87.314201354980469,,,
51,E3,FALSE,CRII2020_Mote_AcML6,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,Y,75.883926391601562,,,
52,E4,FALSE,CRII2020_Mote_AcML6,Acer,UNKNOWN,SYBR,None,17.765827178955078,17.336891174316406,0.60660713911056519,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.48193616943491585,Y,N,Y,N,75.141700744628906,,,
53,E5,FALSE,CRII2020_Mote_AcML6,A,UNKNOWN,SYBR,None,19.296573638916016,19.219215393066406,0.10940242558717728,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.39762450189434234,Y,N,N,N,87.462646484375,,,
54,E6,FALSE,CRII2020_Mote_AcML6,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,Y,75.883926391601562,,,
55,E7,FALSE,CRII2020_Mote_AcML7,Acer,UNKNOWN,SYBR,None,17.648494720458984,18.943614959716797,1.8315752744674683,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.39368332423320079,Y,N,Y,N,74.993255615234375,,,
56,E8,FALSE,CRII2020_Mote_AcML7,A,UNKNOWN,SYBR,None,19.592048645019531,19.139820098876953,0.63954776525497437,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.37732962275991905,Y,N,Y,N,87.462646484375,,,
57,E9,FALSE,CRII2020_Mote_AcML7,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,Y,77.962158203125,,,
58,E10,FALSE,CRII2020_Mote_AcML7,Acer,UNKNOWN,SYBR,None,20.238733291625977,18.943614959716797,1.8315752744674683,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.91901313496316828,N,N,Y,N,74.993255615234375,,,
59,E11,FALSE,CRII2020_Mote_AcML7,A,UNKNOWN,SYBR,None,18.687591552734375,19.139820098876953,0.63954776525497437,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.19711255227018032,Y,N,Y,N,87.314201354980469,,,
60,E12,FALSE,CRII2020_Mote_AcML7,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,60.000301361083984,,,
61,F1,FALSE,CRII2020_Mote_AcML8,Acer,UNKNOWN,SYBR,None,19.567609786987305,19.672149658203125,0.14784304797649384,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.42558741462040128,Y,N,N,N,74.844810485839844,,,
62,F2,FALSE,CRII2020_Mote_AcML8,A,UNKNOWN,SYBR,None,21.592021942138672,21.640857696533203,0.069065533578395844,,,,,,,,FALSE,0.01,TRUE,3,21,Amp,,0.43387632385483349,Y,N,N,N,87.314201354980469,,,
63,F3,FALSE,CRII2020_Mote_AcML8,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,Y,76.032371520996094,,,
64,F4,FALSE,CRII2020_Mote_AcML8,Acer,UNKNOWN,SYBR,None,19.776691436767578,19.672149658203125,0.14784304797649384,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.47193819428689565,Y,N,N,N,74.993255615234375,,,
65,F5,FALSE,CRII2020_Mote_AcML8,A,UNKNOWN,SYBR,None,21.689695358276367,21.640857696533203,0.069065533578395844,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.3924311392975815,Y,N,N,N,87.462646484375,,,
66,F6,FALSE,CRII2020_Mote_AcML8,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,Y,76.329261779785156,,,
67,F7,FALSE,CRII2020_Mote_AcML10,Acer,UNKNOWN,SYBR,None,16.930768966674805,17.157552719116211,0.32072067260742188,,,,,,,,FALSE,0.01,TRUE,3,15,Amp,,0.41445729246209223,Y,N,N,N,75.141700744628906,,,
68,F8,FALSE,CRII2020_Mote_AcML10,A,UNKNOWN,SYBR,None,19.454494476318359,20.035781860351562,0.822063148021698,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.33991129560997679,Y,N,Y,N,87.462646484375,,,
69,F9,FALSE,CRII2020_Mote_AcML10,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,Y,76.180816650390625,,,
70,F10,FALSE,CRII2020_Mote_AcML10,Acer,UNKNOWN,SYBR,None,17.384336471557617,17.157552719116211,0.32072067260742188,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.50806561538984729,Y,N,N,N,74.993255615234375,,,
71,F11,FALSE,CRII2020_Mote_AcML10,A,UNKNOWN,SYBR,None,20.617067337036133,20.035781860351562,0.822063148021698,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.56983710594077797,Y,N,Y,N,87.462646484375,,,
72,F12,FALSE,CRII2020_Mote_AcML10,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,30,No Amp,,0,Y,N,N,N,74.844810485839844,,,
73,G1,FALSE,CRII2020_Mote_AcML13,Acer,UNKNOWN,SYBR,None,15.11640739440918,15.682459831237793,0.80051904916763306,,,,,,,,FALSE,0.01,TRUE,3,14,Amp,,0.33204710764205131,Y,N,Y,N,74.844810485839844,,,
74,G2,FALSE,CRII2020_Mote_AcML13,A,UNKNOWN,SYBR,None,17.360158920288086,17.817594528198242,0.64691162109375,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.18270761972636546,Y,N,Y,N,87.314201354980469,,,
75,G3,FALSE,CRII2020_Mote_AcML13,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,Y,79.446609497070312,,,
76,G4,FALSE,CRII2020_Mote_AcML13,Acer,UNKNOWN,SYBR,None,16.248512268066406,15.682459831237793,0.80051904916763306,,,,,,,,FALSE,0.01,TRUE,3,15,Amp,,0.51051629548735267,Y,N,Y,N,75.141700744628906,,,
77,G5,FALSE,CRII2020_Mote_AcML13,A,UNKNOWN,SYBR,None,18.275030136108398,17.817594528198242,0.64691162109375,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.2701005434880604,Y,N,Y,N,87.462646484375,,,
78,G6,FALSE,CRII2020_Mote_AcML13,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,Y,78.407493591308594,,,
79,G7,FALSE,CRII2020_Mote_AcML20,Acer,UNKNOWN,SYBR,None,17.738857269287109,17.822666168212891,0.11852502822875977,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.54790009908107773,Y,N,N,N,74.993255615234375,,,
80,G8,FALSE,CRII2020_Mote_AcML20,A,UNKNOWN,SYBR,None,20.107624053955078,20.36555290222168,0.36476647853851318,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.34876198897517402,Y,N,N,N,87.462646484375,,,
81,G9,FALSE,CRII2020_Mote_AcML20,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,Y,76.477706909179688,,,
82,G10,FALSE,CRII2020_Mote_AcML20,Acer,UNKNOWN,SYBR,None,17.906476974487305,17.822666168212891,0.11852502822875977,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.45341583410383629,Y,N,N,N,74.993255615234375,,,
83,G11,FALSE,CRII2020_Mote_AcML20,A,UNKNOWN,SYBR,None,20.623481750488281,20.36555290222168,0.36476647853851318,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.42005290151143626,Y,N,N,N,87.462646484375,,,
84,G12,FALSE,CRII2020_Mote_AcML20,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,Y,74.993255615234375,,,
85,H1,FALSE,NTC,Acer,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,61.781642913818359,,,
86,H2,FALSE,NTC,A,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,60.000301361083984,,,
87,H3,FALSE,NTC,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,Y,76.923042297363281,,,
88,H4,FALSE,CRII2020_Mote_AcML29,Acer,UNKNOWN,SYBR,None,17.798965454101562,17.550334930419922,0.35161665081977844,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.40617637739766965,Y,N,N,N,74.993255615234375,,,
89,H5,FALSE,CRII2020_Mote_AcML29,A,UNKNOWN,SYBR,None,21.328128814697266,20.940126419067383,0.54871827363967896,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.51377040442185296,Y,N,Y,N,87.462646484375,,,
90,H6,FALSE,CRII2020_Mote_AcML29,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,Y,77.071487426757812,,,
91,H7,FALSE,CRII2020_Mote_AcML29,Acer,UNKNOWN,SYBR,None,17.301704406738281,17.550334930419922,0.35161665081977844,,,,,,,,FALSE,0.01,TRUE,3,15,Amp,,0.3049080532641758,Y,N,N,N,74.993255615234375,,,
92,H8,FALSE,CRII2020_Mote_AcML29,A,UNKNOWN,SYBR,None,20.5521240234375,20.940126419067383,0.54871827363967896,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.36589191228887435,Y,N,Y,N,87.611091613769531,,,
93,H9,FALSE,CRII2020_Mote_AcML29,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,Y,76.77459716796875,,,
94,H10,FALSE,+,Acer,UNKNOWN,SYBR,None,29.399696350097656,29.336956024169922,0.088726870715618134,,,,,,,,FALSE,0.01,TRUE,3,27,Amp,,0.61502622546533681,Y,N,N,N,74.696365356445312,,,
95,H11,FALSE,+,A,UNKNOWN,SYBR,None,13.315264701843262,13.424922943115234,0.15508083999156952,,,,,,,,FALSE,0.01,TRUE,3,12,Amp,,0.43795580788677629,Y,N,N,N,87.462646484375,,,
96,H12,FALSE,+,D,UNKNOWN,FAM,NFQ-MGB,15.78786563873291,15.290168762207031,0.70384901762008667,,,,,,,,FALSE,0.01,TRUE,3,14,Amp,,0.50764338299595235,Y,N,Y,N,60.000301361083984,,,
