17,B5,FALSE,CRII2020_CRF_Ac76,A,UNKNOWN,SYBR,None,20.675460815429688,20.669900894165039,0.0078629162162542343,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.40948248364970752,N,N,N,Y,N,N,87.692451477050781,,,
18,B6,FALSE,CRII2020_CRF_Ac76,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,N,Y,Y,N,N,60.001399993896484,,,
19,B7,FALSE,CRII2020_CRF_Ac82,Acer,UNKNOWN,SYBR,None,17.823940277099609,17.847629547119141,0.033503036946058273,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.37899099848757095,N,N,N,Y,N,N,75.319854736328125,,,
20,B8,FALSE,CRII2020_CRF_Ac82,A,UNKNOWN,SYBR,None,18.279041290283203,19.205806732177734,1.310645580291748,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.22738692166773031,N,N,N,Y,N,Y,87.692451477050781,,,
21,B9,FALSE,CRII2020_CRF_Ac82,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,N,Y,Y,N,N,77.529243469238281,,,
22,B10,FALSE,CRII2020_CRF_Ac82,Acer,UNKNOWN,SYBR,None,17.871320724487305,17.847629547119141,0.033503036946058273,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.38174491041313979,N,N,N,Y,N,N,75.467147827148438,,,
23,B11,FALSE,CRII2020_CRF_Ac82,A,UNKNOWN,SYBR,None,20.132574081420898,19.205806732177734,1.310645580291748,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.60270751634726982,N,N,N,Y,N,Y,87.545158386230469,,,
24,B12,FALSE,CRII2020_CRF_Ac82,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,17,No Amp,,0,N,N,Y,Y,N,N,73.699630737304688,,,
25,C1,FALSE,CRII2020_CRF_Ac85,Acer,UNKNOWN,SYBR,None,15.862099647521973,15.854199409484863,0.011172623373568058,,,,,,,,FALSE,0.01,TRUE,3,15,Amp,,0.385020035539621,N,N,N,Y,N,N,75.172561645507812,,,
26,C2,FALSE,CRII2020_CRF_Ac85,A,UNKNOWN,SYBR,None,19.360692977905273,19.798061370849609,0.61853229999542236,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.29675409154446786,N,N,N,Y,N,Y,87.545158386230469,,,
27,C3,FALSE,CRII2020_CRF_Ac85,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,N,N,Y,N,N,75.172561645507812,,,
28,C4,FALSE,CRII2020_CRF_Ac85,Acer,UNKNOWN,SYBR,None,15.846299171447754,15.854199409484863,0.011172623373568058,,,,,,,,FALSE,0.01,TRUE,3,15,Amp,,0.38979106097243721,N,N,N,Y,N,N,75.319854736328125,,,
29,C5,FALSE,CRII2020_CRF_Ac85,A,UNKNOWN,SYBR,None,20.235429763793945,19.798061370849609,0.61853229999542236,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.42684990912118675,N,N,N,Y,N,Y,87.545158386230469,,,
30,C6,FALSE,CRII2020_CRF_Ac85,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,N,Y,Y,N,N,75.172561645507812,,,
31,C7,FALSE,CRII2020_CRF_Ac86,Acer,UNKNOWN,SYBR,None,18.243114471435547,18.399433135986328,0.22106797993183136,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.39623929411314207,N,N,N,Y,N,N,75.319854736328125,,,
32,C8,FALSE,CRII2020_CRF_Ac86,A,UNKNOWN,SYBR,None,20.581039428710938,20.910064697265625,0.46531200408935547,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.34095251603821963,N,N,N,Y,N,N,87.692451477050781,,,
33,C9,FALSE,CRII2020_CRF_Ac86,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,N,Y,Y,N,N,76.645492553710938,,,
34,C10,FALSE,CRII2020_CRF_Ac86,Acer,UNKNOWN,SYBR,None,18.555751800537109,18.399433135986328,0.22106797993183136,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.45578197797194353,N,N,N,Y,N,N,75.319854736328125,,,
35,C11,FALSE,CRII2020_CRF_Ac86,A,UNKNOWN,SYBR,None,21.239089965820312,20.910064697265625,0.46531200408935547,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.49817807389316615,N,N,N,Y,N,N,87.545158386230469,,,
36,C12,FALSE,CRII2020_CRF_Ac86,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,N,Y,Y,N,N,60.737861633300781,,,
37,D1,FALSE,CRII2020_CRF_Ac87,Acer,UNKNOWN,SYBR,None,18.7166748046875,18.761543273925781,0.063452251255512238,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.48322198397893451,N,N,N,Y,N,N,75.172561645507812,,,
38,D2,FALSE,CRII2020_CRF_Ac87,A,UNKNOWN,SYBR,None,20.951457977294922,20.832052230834961,0.16886521875858307,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.42798183423385516,N,N,N,Y,N,N,87.545158386230469,,,
39,D3,FALSE,CRII2020_CRF_Ac87,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,N,Y,Y,N,N,75.0252685546875,,,
40,D4,FALSE,CRII2020_CRF_Ac87,Acer,UNKNOWN,SYBR,None,18.80640983581543,18.761543273925781,0.063452251255512238,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.45066056976650798,N,N,N,Y,N,N,75.319854736328125,,,
41,D5,FALSE,CRII2020_CRF_Ac87,A,UNKNOWN,SYBR,None,20.712646484375,20.832052230834961,0.16886521875858307,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.37803623266752162,N,N,N,Y,N,N,87.545158386230469,,,
42,D6,FALSE,CRII2020_CRF_Ac87,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,N,Y,Y,N,N,75.761734008789062,,,
43,D7,FALSE,CRII2020_CRF_Ac94,Acer,UNKNOWN,SYBR,None,18.439386367797852,18.423858642578125,0.021959519013762474,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.40780141695280897,N,N,N,Y,N,N,75.172561645507812,,,
44,D8,FALSE,CRII2020_CRF_Ac94,A,UNKNOWN,SYBR,None,18.766897201538086,19.192905426025391,0.60246658325195312,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.25388422602752769,N,N,N,Y,N,Y,87.692451477050781,,,
45,D9,FALSE,CRII2020_CRF_Ac94,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,N,Y,Y,N,N,76.79278564453125,,,
46,D10,FALSE,CRII2020_CRF_Ac94,Acer,UNKNOWN,SYBR,None,18.408330917358398,18.423858642578125,0.021959519013762474,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.38864629789142419,N,N,N,Y,N,N,75.319854736328125,,,
47,D11,FALSE,CRII2020_CRF_Ac94,A,UNKNOWN,SYBR,None,19.618913650512695,19.192905426025391,0.60246658325195312,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.46170396439022077,N,N,N,Y,N,Y,87.545158386230469,,,
48,D12,FALSE,CRII2020_CRF_Ac94,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,N,Y,Y,N,N,74.43609619140625,,,
49,E1,FALSE,CRII2020_CRF_Ac95,Acer,UNKNOWN,SYBR,None,17.682395935058594,17.966766357421875,0.4021618664264679,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.36701837583811658,N,N,N,Y,N,N,75.0252685546875,,,
50,E2,FALSE,CRII2020_CRF_Ac95,A,UNKNOWN,SYBR,None,20.255790710449219,19.878625869750977,0.53339165449142456,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.41931264395683726,N,N,N,Y,N,Y,87.545158386230469,,,
51,E3,FALSE,CRII2020_CRF_Ac95,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,N,Y,Y,N,N,75.467147827148438,,,
52,E4,FALSE,CRII2020_CRF_Ac95,Acer,UNKNOWN,SYBR,None,18.251138687133789,17.966766357421875,0.4021618664264679,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.45997497823893696,N,N,N,Y,N,N,75.319854736328125,,,
53,E5,FALSE,CRII2020_CRF_Ac95,A,UNKNOWN,SYBR,None,19.501461029052734,19.878625869750977,0.53339165449142456,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.29162638244508782,N,N,N,Y,N,Y,87.545158386230469,,,
54,E6,FALSE,CRII2020_CRF_Ac95,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,N,Y,Y,N,N,75.61444091796875,,,
55,E7,FALSE,CRII2020_CRF_Ac98,Acer,UNKNOWN,SYBR,None,18.590314865112305,18.575839996337891,0.020469207316637039,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.49186114748558069,N,N,N,Y,N,N,75.319854736328125,,,
56,E8,FALSE,CRII2020_CRF_Ac98,A,UNKNOWN,SYBR,None,19.832309722900391,20.092409133911133,0.3678361177444458,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.29391419933630142,N,N,N,Y,N,N,87.692451477050781,,,
57,E9,FALSE,CRII2020_CRF_Ac98,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,N,Y,Y,N,N,76.350906372070312,,,
58,E10,FALSE,CRII2020_CRF_Ac98,Acer,UNKNOWN,SYBR,None,18.561367034912109,18.575839996337891,0.020469207316637039,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.47173604186130452,N,N,N,Y,N,N,75.319854736328125,,,
59,E11,FALSE,CRII2020_CRF_Ac98,A,UNKNOWN,SYBR,None,20.352508544921875,20.092409133911133,0.3678361177444458,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.3993101971137481,N,N,N,Y,N,N,87.545158386230469,,,
60,E12,FALSE,CRII2020_CRF_Ac98,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,N,N,Y,N,N,60.001399993896484,,,
61,F1,FALSE,CRII2020_CRF_Ac99,Acer,UNKNOWN,SYBR,None,19.67247200012207,19.31309700012207,0.50823301076889038,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.49221278396763796,N,N,N,Y,N,Y,75.0252685546875,,,
62,F2,FALSE,CRII2020_CRF_Ac99,A,UNKNOWN,SYBR,None,19.83050537109375,20.104991912841797,0.38818395137786865,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.28808297332894184,N,N,N,Y,N,N,87.545158386230469,,,
63,F3,FALSE,CRII2020_CRF_Ac99,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,N,Y,Y,N,N,79.444053649902344,,,
64,F4,FALSE,CRII2020_CRF_Ac99,Acer,UNKNOWN,SYBR,None,18.95372200012207,19.31309700012207,0.50823301076889038,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.33158938674996175,N,N,N,Y,N,Y,75.319854736328125,,,
65,F5,FALSE,CRII2020_CRF_Ac99,A,UNKNOWN,SYBR,None,20.379480361938477,20.104991912841797,0.38818395137786865,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.31392788100980556,N,N,N,Y,N,N,87.545158386230469,,,
66,F6,FALSE,CRII2020_CRF_Ac99,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,N,Y,Y,N,N,75.319854736328125,,,
67,F7,FALSE,CRII2020_CRF_Ac102,Acer,UNKNOWN,SYBR,None,17.891487121582031,17.797821044921875,0.13246248662471771,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.41154742227555097,N,N,N,Y,N,N,75.319854736328125,,,
68,F8,FALSE,CRII2020_CRF_Ac102,A,UNKNOWN,SYBR,None,19.986019134521484,20.210178375244141,0.31700769066810608,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.40227624403539924,N,N,N,Y,N,N,87.692451477050781,,,
69,F9,FALSE,CRII2020_CRF_Ac102,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,N,Y,Y,N,N,77.381950378417969,,,
70,F10,FALSE,CRII2020_CRF_Ac102,Acer,UNKNOWN,SYBR,None,17.704156875610352,17.797821044921875,0.13246248662471771,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.35148226393740933,N,N,N,Y,N,N,75.172561645507812,,,
71,F11,FALSE,CRII2020_CRF_Ac102,A,UNKNOWN,SYBR,None,20.434335708618164,20.210178375244141,0.31700769066810608,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.50925948211133854,N,N,N,Y,N,N,87.545158386230469,,,
72,F12,FALSE,CRII2020_CRF_Ac102,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,N,Y,Y,N,N,74.583389282226562,,,
73,G1,FALSE,CRII2020_CRF_Ac108,Acer,UNKNOWN,SYBR,None,17.058330535888672,17.186962127685547,0.18191389739513397,,,,,,,,FALSE,0.01,TRUE,3,15,Amp,,0.37164418118103593,N,N,N,Y,N,N,75.0252685546875,,,
74,G2,FALSE,CRII2020_CRF_Ac108,A,UNKNOWN,SYBR,None,18.93768310546875,19.255817413330078,0.4499112069606781,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.28437954063776361,N,N,N,Y,N,N,87.545158386230469,,,
75,G3,FALSE,CRII2020_CRF_Ac108,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,N,N,Y,N,N,60.001399993896484,,,
76,G4,FALSE,CRII2020_CRF_Ac108,Acer,UNKNOWN,SYBR,None,17.315595626831055,17.186962127685547,0.18191389739513397,,,,,,,,FALSE,0.01,TRUE,3,15,Amp,,0.44596259183981696,N,N,N,Y,N,N,75.319854736328125,,,
77,G5,FALSE,CRII2020_CRF_Ac108,A,UNKNOWN,SYBR,None,19.573953628540039,19.255817413330078,0.4499112069606781,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.39383857146730866,N,N,N,Y,N,N,87.545158386230469,,,
78,G6,FALSE,CRII2020_CRF_Ac108,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,N,Y,Y,N,N,78.118415832519531,,,
79,G7,FALSE,CRII2020_CRF_Ac112,Acer,UNKNOWN,SYBR,None,17.0345458984375,17.310935974121094,0.3908732533454895,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.29643340992070472,N,N,N,Y,N,N,75.172561645507812,,,
80,G8,FALSE,CRII2020_CRF_Ac112,A,UNKNOWN,SYBR,None,19.751022338867188,19.921316146850586,0.24083180725574493,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.34794273680755183,N,N,N,Y,N,N,87.692451477050781,,,
81,G9,FALSE,CRII2020_CRF_Ac112,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,N,Y,Y,N,N,77.823829650878906,,,
82,G10,FALSE,CRII2020_CRF_Ac112,Acer,UNKNOWN,SYBR,None,17.587324142456055,17.310935974121094,0.3908732533454895,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.43470813182757034,N,N,N,Y,N,N,75.172561645507812,,,
83,G11,FALSE,CRII2020_CRF_Ac112,A,UNKNOWN,SYBR,None,20.091609954833984,19.921316146850586,0.24083180725574493,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.42838076427880217,N,N,N,Y,N,N,87.545158386230469,,,
84,G12,FALSE,CRII2020_CRF_Ac112,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,N,Y,Y,N,N,74.877975463867188,,,
85,H1,FALSE,NTC,Acer,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,N,Y,Y,N,N,60.148693084716797,,,
86,H2,FALSE,NTC,A,UNKNOWN,SYBR,None,Undetermined,24.515777587890625,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,N,Y,Y,Y,N,88.2816162109375,92.700408935546875,71.637535095214844,78.265708923339844
87,H3,FALSE,NTC,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,N,Y,Y,N,N,76.79278564453125,,,
88,H4,FALSE,CRII2020_CRF_Ac113,Acer,UNKNOWN,SYBR,None,17.654617309570312,17.522747039794922,0.18649137020111084,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.43750177845030586,N,N,N,Y,N,N,75.172561645507812,,,
89,H5,FALSE,CRII2020_CRF_Ac113,A,UNKNOWN,SYBR,None,19.895603179931641,19.768917083740234,0.17915984988212585,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.37855859624772259,N,N,N,Y,N,N,87.545158386230469,,,
90,H6,FALSE,CRII2020_CRF_Ac113,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,N,Y,Y,N,N,77.087364196777344,,,
91,H7,FALSE,CRII2020_CRF_Ac113,Acer,UNKNOWN,SYBR,None,17.390878677368164,17.522747039794922,0.18649137020111084,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.4168640034316406,N,N,N,Y,N,N,75.172561645507812,,,
92,H8,FALSE,CRII2020_CRF_Ac113,A,UNKNOWN,SYBR,None,19.642232894897461,19.768917083740234,0.17915984988212585,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.33581771436928248,N,N,N,Y,N,N,87.692451477050781,,,
