18,B6,FALSE,CRII2020_UM_Ac59y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,76.486183166503906,,,
19,B7,FALSE,CRII2020_UM_Ac60b,Acer,UNKNOWN,SYBR,None,19.537992477416992,19.682613372802734,0.2045234888792038,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.47152378687861274,N,N,N,Y,N,75.308815002441406,,,
20,B8,FALSE,CRII2020_UM_Ac60b,A,UNKNOWN,SYBR,None,21.379972457885742,21.593860626220703,0.30248355865478516,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.38281602556046967,N,N,N,Y,N,87.818374633789062,,,
21,B9,FALSE,CRII2020_UM_Ac60b,Acer,UNKNOWN,SYBR,None,19.827232360839844,19.682613372802734,0.2045234888792038,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.53646506953726814,N,N,N,Y,N,75.308815002441406,,,
22,B10,FALSE,CRII2020_UM_Ac60b,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,78.252243041992188,,,
23,B11,FALSE,CRII2020_UM_Ac60b,A,UNKNOWN,SYBR,None,21.807748794555664,21.593860626220703,0.30248355865478516,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.40732271448868695,N,N,N,Y,N,87.67120361328125,,,
24,B12,FALSE,CRII2020_UM_Ac60b,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,73.689926147460938,,,
25,C1,FALSE,CRII2020_UM_Ac63y,Acer,UNKNOWN,SYBR,None,18.287454605102539,18.255767822265625,0.044810529798269272,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.55843934651778382,N,N,N,Y,N,75.161643981933594,,,
26,C2,FALSE,CRII2020_UM_Ac63y,A,UNKNOWN,SYBR,None,19.841342926025391,20.082462310791016,0.34099429845809937,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.35896463418890229,N,N,N,Y,N,87.524032592773438,,,
27,C3,FALSE,CRII2020_UM_Ac63y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,75.161643981933594,,,
28,C4,FALSE,CRII2020_UM_Ac63y,Acer,UNKNOWN,SYBR,None,18.224082946777344,18.255767822265625,0.044810529798269272,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.55622011826861484,N,N,N,Y,N,75.455986022949219,,,
29,C5,FALSE,CRII2020_UM_Ac63y,A,UNKNOWN,SYBR,None,20.323581695556641,20.082462310791016,0.34099429845809937,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.4815054430772337,N,N,N,Y,N,87.67120361328125,,,
30,C6,FALSE,CRII2020_UM_Ac63y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,74.131446838378906,,,
31,C7,FALSE,CRII2020_UM_Ac64y,Acer,UNKNOWN,SYBR,None,19.150678634643555,19.345590591430664,0.27564713358879089,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.42504574059135081,N,N,N,Y,N,75.161643981933594,,,
32,C8,FALSE,CRII2020_UM_Ac64y,A,UNKNOWN,SYBR,None,19.477487564086914,19.986930847167969,0.72046023607254028,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.351862656598732,N,N,N,Y,Y,87.67120361328125,,,
33,C9,FALSE,CRII2020_UM_Ac64y,Acer,UNKNOWN,SYBR,None,19.540502548217773,19.345590591430664,0.27564713358879089,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.51235649196835331,N,N,N,Y,N,75.308815002441406,,,
34,C10,FALSE,CRII2020_UM_Ac64y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,76.927703857421875,,,
35,C11,FALSE,CRII2020_UM_Ac64y,A,UNKNOWN,SYBR,None,20.496372222900391,19.986930847167969,0.72046023607254028,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.54957254722792737,N,N,N,Y,Y,87.524032592773438,,,
36,C12,FALSE,CRII2020_UM_Ac64y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,74.867301940917969,,,
37,D1,FALSE,CRII2020_UM_Ac66y,Acer,UNKNOWN,SYBR,None,19.564804077148438,19.387931823730469,0.2501351535320282,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.46795104265241083,N,N,N,Y,N,75.161643981933594,,,
38,D2,FALSE,CRII2020_UM_Ac66y,A,UNKNOWN,SYBR,None,18.801612854003906,18.898271560668945,0.13669605553150177,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.39683584805806676,N,N,N,Y,N,87.524032592773438,,,
39,D3,FALSE,CRII2020_UM_Ac66y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,74.425788879394531,,,
40,D4,FALSE,CRII2020_UM_Ac66y,Acer,UNKNOWN,SYBR,None,19.2110595703125,19.387931823730469,0.2501351535320282,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.39831453007687045,N,N,N,Y,N,75.308815002441406,,,
41,D5,FALSE,CRII2020_UM_Ac66y,A,UNKNOWN,SYBR,None,18.994930267333984,18.898271560668945,0.13669605553150177,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.42720382819550917,N,N,N,Y,N,87.67120361328125,,,
42,D6,FALSE,CRII2020_UM_Ac66y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,75.603157043457031,,,
43,D7,FALSE,CRII2020_UM_Ac67y,Acer,UNKNOWN,SYBR,None,18.970947265625,18.495765686035156,0.67200690507888794,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.54232618580338454,N,N,N,Y,Y,75.308815002441406,,,
44,D8,FALSE,CRII2020_UM_Ac67y,A,UNKNOWN,SYBR,None,19.72288703918457,20.058673858642578,0.47487562894821167,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.34845293171604663,N,N,N,Y,N,87.67120361328125,,,
45,D9,FALSE,CRII2020_UM_Ac67y,Acer,UNKNOWN,SYBR,None,18.020586013793945,18.495765686035156,0.67200690507888794,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.32348667874683246,N,N,N,Y,Y,75.308815002441406,,,
46,D10,FALSE,CRII2020_UM_Ac67y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,76.486183166503906,,,
47,D11,FALSE,CRII2020_UM_Ac67y,A,UNKNOWN,SYBR,None,20.394462585449219,20.058673858642578,0.47487562894821167,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.46080283610451089,N,N,N,Y,N,87.524032592773438,,,
48,D12,FALSE,CRII2020_UM_Ac67y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,74.425788879394531,,,
49,E1,FALSE,CRII2020_UM_Ac68y,Acer,UNKNOWN,SYBR,None,20.342954635620117,20.483112335205078,0.19821292161941528,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.42845499511640878,N,N,N,Y,N,75.014472961425781,,,
50,E2,FALSE,CRII2020_UM_Ac68y,A,UNKNOWN,SYBR,None,21.389383316040039,21.814369201660156,0.60101944208145142,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.24222286733505519,N,N,N,Y,Y,87.524032592773438,,,
51,E3,FALSE,CRII2020_UM_Ac68y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,76.780525207519531,,,
52,E4,FALSE,CRII2020_UM_Ac68y,Acer,UNKNOWN,SYBR,None,20.623270034790039,20.483112335205078,0.19821292161941528,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.54186022562049241,N,N,N,Y,N,75.308815002441406,,,
53,E5,FALSE,CRII2020_UM_Ac68y,A,UNKNOWN,SYBR,None,22.239353179931641,21.814369201660156,0.60101944208145142,,,,,,,,FALSE,0.01,TRUE,3,21,Amp,,0.3928388787433908,N,N,N,Y,Y,87.67120361328125,,,
54,E6,FALSE,CRII2020_UM_Ac68y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,74.867301940917969,,,
55,E7,FALSE,CRII2020_UM_Ac70y,Acer,UNKNOWN,SYBR,None,18.391313552856445,18.626947402954102,0.33323657512664795,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.43067208835622228,N,N,N,Y,N,75.308815002441406,,,
56,E8,FALSE,CRII2020_UM_Ac70y,A,UNKNOWN,SYBR,None,19.361392974853516,19.304252624511719,0.080807313323020935,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.42194251043032877,N,N,N,Y,N,87.67120361328125,,,
57,E9,FALSE,CRII2020_UM_Ac70y,Acer,UNKNOWN,SYBR,None,18.862581253051758,18.626947402954102,0.33323657512664795,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.47299804290069508,N,N,N,Y,N,75.308815002441406,,,
58,E10,FALSE,CRII2020_UM_Ac70y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,35.3896484375,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,78.252243041992188,,,
59,E11,FALSE,CRII2020_UM_Ac70y,A,UNKNOWN,SYBR,None,19.247114181518555,19.304252624511719,0.080807313323020935,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.37697977265239624,N,N,N,Y,N,87.524032592773438,,,
60,E12,FALSE,CRII2020_UM_Ac70y,D,UNKNOWN,FAM,NFQ-MGB,35.3896484375,35.3896484375,,,,,,,,,FALSE,0.01,TRUE,3,32,No Amp,,0,N,N,N,Y,N,60.002998352050781,,,
61,F1,FALSE,CRII2020_UM_Ac71y,Acer,UNKNOWN,SYBR,None,21.553613662719727,21.488216400146484,0.092484347522258759,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.52890612371190948,N,N,N,Y,N,75.014472961425781,,,
62,F2,FALSE,CRII2020_UM_Ac71y,A,UNKNOWN,SYBR,None,21.113443374633789,21.275505065917969,0.22918848693370819,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.36498577371002572,N,N,N,Y,N,87.524032592773438,,,
63,F3,FALSE,CRII2020_UM_Ac71y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,75.603157043457031,,,
64,F4,FALSE,CRII2020_UM_Ac71y,Acer,UNKNOWN,SYBR,None,21.422821044921875,21.488216400146484,0.092484347522258759,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.54276072703867928,N,N,N,Y,N,75.161643981933594,,,
65,F5,FALSE,CRII2020_UM_Ac71y,A,UNKNOWN,SYBR,None,21.437564849853516,21.275505065917969,0.22918848693370819,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.40104991549787494,N,N,N,Y,N,87.67120361328125,,,
66,F6,FALSE,CRII2020_UM_Ac71y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,75.455986022949219,,,
67,F7,FALSE,CRII2020_UM_Ac82y,Acer,UNKNOWN,SYBR,None,20.779199600219727,20.797979354858398,0.026558583602309227,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.47037208029946048,N,N,N,Y,N,75.161643981933594,,,
68,F8,FALSE,CRII2020_UM_Ac82y,A,UNKNOWN,SYBR,None,21.153820037841797,21.397392272949219,0.34446179866790771,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.40720957755292836,N,N,N,Y,N,87.67120361328125,,,
69,F9,FALSE,CRII2020_UM_Ac82y,Acer,UNKNOWN,SYBR,None,20.81675910949707,20.797979354858398,0.026558583602309227,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.4283399056492414,N,N,N,Y,N,75.161643981933594,,,
70,F10,FALSE,CRII2020_UM_Ac82y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,79.135269165039062,,,
71,F11,FALSE,CRII2020_UM_Ac82y,A,UNKNOWN,SYBR,None,21.640962600708008,21.397392272949219,0.34446179866790771,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.47830804876128269,N,N,N,Y,N,87.67120361328125,,,
72,F12,FALSE,CRII2020_UM_Ac82y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,75.455986022949219,,,
73,G1,FALSE,CRII2020_UM_Ac85y,Acer,UNKNOWN,SYBR,None,19.659048080444336,19.588115692138672,0.10031489282846451,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.49879357161852361,N,N,N,Y,N,75.161643981933594,,,
74,G2,FALSE,CRII2020_UM_Ac85y,A,UNKNOWN,SYBR,None,20.803075790405273,21.021442413330078,0.30881702899932861,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.46419147665345789,N,N,N,Y,N,87.524032592773438,,,
75,G3,FALSE,CRII2020_UM_Ac85y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,75.455986022949219,,,
76,G4,FALSE,CRII2020_UM_Ac85y,Acer,UNKNOWN,SYBR,None,19.517181396484375,19.588115692138672,0.10031489282846451,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.5103031490345018,N,N,N,Y,N,75.308815002441406,,,
77,G5,FALSE,CRII2020_UM_Ac85y,A,UNKNOWN,SYBR,None,21.239809036254883,21.021442413330078,0.30881702899932861,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.52451629808940214,N,N,N,Y,N,87.67120361328125,,,
78,G6,FALSE,CRII2020_UM_Ac85y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,77.369216918945312,,,
79,G7,FALSE,CRII2020_UM_Aco.85,Acer,UNKNOWN,SYBR,None,20.238746643066406,20.107807159423828,0.18517638742923737,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.47226643855516059,N,N,N,Y,N,75.161643981933594,,,
80,G8,FALSE,CRII2020_UM_Aco.85,A,UNKNOWN,SYBR,None,20.385259628295898,20.549678802490234,0.23252516984939575,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.46519168235561659,N,N,N,Y,N,87.67120361328125,,,
81,G9,FALSE,CRII2020_UM_Aco.85,Acer,UNKNOWN,SYBR,None,19.97686767578125,20.107807159423828,0.18517638742923737,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.37475102860324816,N,N,N,Y,N,75.161643981933594,,,
82,G10,FALSE,CRII2020_UM_Aco.85,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,77.663558959960938,,,
83,G11,FALSE,CRII2020_UM_Aco.85,A,UNKNOWN,SYBR,None,20.714099884033203,20.549678802490234,0.23252516984939575,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.57315290204914138,N,N,N,Y,N,87.67120361328125,,,
84,G12,FALSE,CRII2020_UM_Aco.85,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,60.002998352050781,,,
85,H1,FALSE,NTC,Acer,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,60.002998352050781,,,
86,H2,FALSE,NTC,A,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,Y,Y,N,84.286262512207031,88.112716674804688,91.203315734863281,76.927703857421875
87,H3,FALSE,NTC,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,76.339012145996094,,,
88,H4,FALSE,CRII2020_UM_Ac88y,Acer,UNKNOWN,SYBR,None,17.802518844604492,17.429679870605469,0.52727526426315308,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.61936088874917439,N,N,N,Y,Y,75.161643981933594,,,
89,H5,FALSE,CRII2020_UM_Ac88y,A,UNKNOWN,SYBR,None,20.325174331665039,19.985387802124023,0.48053070902824402,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.44842993705582163,N,N,N,Y,N,87.67120361328125,,,
90,H6,FALSE,CRII2020_UM_Ac88y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,76.191841125488281,,,
91,H7,FALSE,CRII2020_UM_Ac88y,Acer,UNKNOWN,SYBR,None,17.056838989257812,17.429679870605469,0.52727526426315308,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.3872675204447566,N,N,N,Y,Y,75.308815002441406,,,
92,H8,FALSE,CRII2020_UM_Ac88y,A,UNKNOWN,SYBR,None,19.645601272583008,19.985387802124023,0.48053070902824402,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.30931745175325048,N,N,N,Y,N,87.67120361328125,,,
93,H9,FALSE,+,Acer,UNKNOWN,SYBR,None,20.865646362304688,21.06463623046875,0.28141552209854126,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.38867794865654148,N,N,N,Y,N,75.014472961425781,,,
94,H10,FALSE,CRII2020_UM_Ac88y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,76.927703857421875,,,
